account,opportunity_id,sales_agent,deal_stage,product,created_date,close_date,close_value
Bioplex,7SBDZJF4,Donn Cantrell,Won,GTX Plus Basic,2017-06-06,2017-08-23,1036.0
Hottechi,7UI7YX03,Elease Gluck,Won,GTXPro,2017-06-06,2017-08-06,4330.0
Hottechi,BNYWSG6W,Gladys Colclough,Won,MG Advanced,2017-06-06,2017-09-13,3598.0
Goodsilron,RC1YCAEP,James Ascencio,Won,GTX Basic,2017-06-06,2017-08-16,431.0
Funholding,H6TY7RBJ,Jonathan Berthelot,Lost,GTX Plus Basic,2017-06-06,2017-08-28,0.0
Funholding,MU6NOSH1,Jonathan Berthelot,Won,GTX Basic,2017-06-06,2017-06-17,624.0
Finhigh,OFIORN0G,Jonathan Berthelot,Won,GTX Plus Basic,2017-06-06,2017-06-11,1140.0
Condax,PMHOZRJN,Kami Bicknell,Won,MG Special,2017-06-06,2017-09-17,62.0
Fasehatice,7Z3Q8UYS,Kary Hendrixson,Lost,GTX Basic,2017-06-06,2017-08-01,0.0
Streethex,YT9PLSVL,Lajuana Vencill,Won,GTX Basic,2017-06-06,2017-09-15,584.0
Lexiqvolax,BQINW2LB,Markita Hansen,Lost,MG Special,2017-06-06,2017-09-09,0.0
Goodsilron,BLFMYCVF,Markita Hansen,Won,MG Special,2017-06-06,2017-08-19,57.0
Statholdings,379SDV6Y,Niesha Huffines,Won,GTX Plus Basic,2017-06-06,2017-08-05,1267.0
Umbrella Corporation,FE2AE2YO,Reed Clapper,Lost,GTXPro,2017-06-06,2017-06-11,0.0
Plusstrip,2756CEOQ,Vicki Laflamme,Won,MG Special,2017-06-06,2017-09-16,55.0
Opentech,Z4CFFZAW,Violet Mclelland,Won,MG Special,2017-06-06,2017-09-10,63.0
Donquadtech,I967JINR,Wilburn Farren,Won,GTXPro,2017-06-06,2017-09-05,3961.0
Zathunicon,IE18U4NO,Wilburn Farren,Won,MG Special,2017-06-06,2017-08-26,45.0
Warephase,JNIMHE7Y,Anna Snelling,Won,MG Special,2017-06-07,2017-08-20,61.0
Bubba Gump,KUKJQX9Y,Cassey Cress,Lost,MG Advanced,2017-06-07,2017-09-08,0.0
Isdom,QCIG6H19,Darcel Schlecht,Won,GTX Plus Basic,2017-06-07,2017-08-31,1114.0
Kan-code,R7IIOFBH,Garret Kinder,Won,GTX Basic,2017-06-07,2017-08-05,566.0
dambase,Q7ST5E1W,Gladys Colclough,Lost,MG Advanced,2017-06-07,2017-08-20,0.0
Green-Plus,6MTURF7Q,Hayden Neloms,Won,MG Special,2017-06-07,2017-06-21,56.0
Ron-tech,MWT1ZV0Y,Jonathan Berthelot,Won,GTX Basic,2017-06-07,2017-06-18,627.0
Dalttechnology,B7Q6Q7S2,Markita Hansen,Won,GTX Plus Basic,2017-06-07,2017-08-16,1101.0
Hottechi,3DYZN86H,Markita Hansen,Won,MG Advanced,2017-06-07,2017-09-17,2979.0
Isdom,QYKTG5QA,Marty Freudenburg,Lost,MG Advanced,2017-06-07,2017-09-04,0.0
Gekko & Co,67CKCI5G,Reed Clapper,Lost,GTXPro,2017-06-07,2017-08-05,0.0
Warephase,2O1IK8VR,Versie Hillebrand,Won,MG Advanced,2017-06-07,2017-06-17,3662.0
Dalttechnology,N8NQK8K7,Zane Levy,Lost,GTXPro,2017-06-07,2017-08-22,0.0
Nam-zim,V93EX6XU,Zane Levy,Won,GTXPro,2017-06-07,2017-08-17,5185.0
Umbrella Corporation,5QNUZYIL,Boris Faz,Won,MG Advanced,2017-06-08,2017-06-24,3681.0
Dontechi,WX63AIMZ,Cecily Lampkin,Won,MG Special,2017-06-08,2017-06-18,59.0
Finhigh,09P7O0LQ,Cecily Lampkin,Won,MG Special,2017-06-08,2017-09-13,60.0
Bluth Company,GYS3APR7,Corliss Cosme,Won,GTX Basic,2017-06-08,2017-08-05,602.0
Xx-zobam,9VF00HWL,Corliss Cosme,Won,GTX Basic,2017-06-08,2017-08-12,515.0
Streethex,UTJGDR3K,Darcel Schlecht,Lost,GTXPro,2017-06-08,2017-08-25,0.0
Ron-tech,MD0SRXG4,Darcel Schlecht,Won,GTX Plus Pro,2017-06-08,2017-06-21,5175.0
Acme Corporation,E0ITYYTG,Donn Cantrell,Lost,GTXPro,2017-06-08,2017-08-27,0.0
Plussunin,PGK5K24U,Donn Cantrell,Won,GTXPro,2017-06-08,2017-08-28,4780.0
Globex Corporation,X46ZXX2S,Jonathan Berthelot,Lost,GTX Plus Basic,2017-06-08,2017-08-11,0.0
Globex Corporation,4QP55BTO,Jonathan Berthelot,Won,GTX Basic,2017-06-08,2017-06-16,614.0
Rangreen,G6X1B2K5,Jonathan Berthelot,Won,GTX Basic,2017-06-08,2017-09-13,532.0
Finhigh,0YCAS0B9,Jonathan Berthelot,Won,GTX Plus Pro,2017-06-08,2017-08-27,6096.0
Hottechi,6UZVABQR,Kary Hendrixson,Won,GTX Basic,2017-06-08,2017-08-17,486.0
Funholding,9NTDQ8ZC,Lajuana Vencill,Won,GTX Basic,2017-06-08,2017-08-17,566.0
Singletechno,FCCI80H2,Markita Hansen,Lost,MG Special,2017-06-08,2017-06-22,0.0
Green-Plus,ALQRAPZR,Markita Hansen,Won,GTX Plus Basic,2017-06-08,2017-06-16,923.0
Hottechi,7SPRU76Q,Markita Hansen,Won,GTXPro,2017-06-08,2017-09-30,4744.0
Warephase,JEMEGXUG,Marty Freudenburg,Won,GTX Basic,2017-06-08,2017-08-19,517.0
Zumgoity,GVHIFUN1,Marty Freudenburg,Won,GTX Plus Basic,2017-06-08,2017-06-14,881.0
Gogozoom,RBB3C85Q,Marty Freudenburg,Won,GTXPro,2017-06-08,2017-06-24,4272.0
Finjob,WFP9J5J7,Maureen Marcano,Lost,GTXPro,2017-06-08,2017-08-26,0.0
Lexiqvolax,8I4915WD,Maureen Marcano,Won,GTX Plus Basic,2017-06-08,2017-09-02,805.0
Funholding,L831D7DF,Versie Hillebrand,Lost,MG Special,2017-06-08,2017-08-18,0.0
Codehow,839DCVT2,Versie Hillebrand,Won,MG Special,2017-06-08,2017-09-13,55.0
Sunnamplex,EJ0EF8S1,Vicki Laflamme,Won,GTX Basic,2017-06-08,2017-06-15,507.0
Finjob,0ORRC53X,Zane Levy,Won,GTX Basic,2017-06-08,2017-09-08,520.0
Isdom,3QTN3F5T,Anna Snelling,Won,MG Advanced,2017-06-09,2017-08-15,3470.0
Vehement Capital Partners,SY6BWRRO,Boris Faz,Lost,GTXPro,2017-06-09,2017-08-14,0.0
Zotware,JW5SYMNS,Cassey Cress,Won,GTX Plus Basic,2017-06-09,2017-08-22,1176.0
Treequote,VP2CW520,Darcel Schlecht,Lost,GTX Plus Basic,2017-06-09,2017-08-26,0.0
Zotware,2F0RUQ0B,Donn Cantrell,Won,GTXPro,2017-06-09,2017-08-02,4517.0
Rantouch,XUP62FUM,James Ascencio,Won,GTX Plus Pro,2017-06-09,2017-08-16,5125.0
Kan-code,MUIT1E0M,Kami Bicknell,Won,GTXPro,2017-06-09,2017-06-19,5339.0
Plusstrip,D7XNUYJD,Kary Hendrixson,Lost,GTXPro,2017-06-09,2017-08-19,0.0
Condax,ORG6MXKF,Markita Hansen,Won,GTX Plus Basic,2017-06-09,2017-06-26,1135.0
Kan-code,VS4UFFLH,Maureen Marcano,Won,MG Special,2017-06-09,2017-09-05,52.0
Bioholding,VUYQCXTY,Moses Frase,Won,GTX Plus Basic,2017-06-09,2017-08-04,1017.0
Codehow,YFJKP42F,Moses Frase,Won,MG Advanced,2017-06-09,2017-06-27,3681.0
Rundofase,OES8ZX7B,Niesha Huffines,Lost,GTX Plus Basic,2017-06-09,2017-08-04,0.0
Mathtouch,V9FD3EYK,Reed Clapper,Won,GTXPro,2017-06-09,2017-09-22,4370.0
Iselectrics,3C9CWV6J,Cassey Cress,Won,MG Advanced,2017-06-10,2017-06-14,3772.0
Sumace,NDGQ0H91,Cassey Cress,Won,MG Advanced,2017-06-10,2017-06-28,2871.0
Cancity,OU9O62Y7,Cecily Lampkin,Won,GTX Plus Pro,2017-06-10,2017-08-04,4749.0
Ganjaflex,LFQCLMMG,Corliss Cosme,Lost,MG Special,2017-06-10,2017-08-27,0.0
Ron-tech,3ZG0719M,Darcel Schlecht,Won,GTX Plus Basic,2017-06-10,2017-08-26,1075.0
Kinnamplus,EMIAKHPF,Donn Cantrell,Won,GTX Plus Pro,2017-06-10,2017-09-21,5051.0
Isdom,MKEVYIDI,Jonathan Berthelot,Won,GTX Plus Basic,2017-06-10,2017-06-17,834.0
Green-Plus,IFNT8NLL,Kami Bicknell,Lost,MG Special,2017-06-10,2017-08-07,0.0
Toughzap,EWRVDN3U,Marty Freudenburg,Lost,MG Advanced,2017-06-10,2017-09-19,0.0
Rangreen,WEGC0W05,Marty Freudenburg,Won,MG Special,2017-06-10,2017-06-19,54.0
Streethex,HZ283240,Niesha Huffines,Lost,GTX Basic,2017-06-10,2017-09-07,0.0
Domzoom,3J1W4LM0,Niesha Huffines,Won,GTX Basic,2017-06-10,2017-06-21,527.0
Globex Corporation,1RIY3IBH,Niesha Huffines,Won,MG Advanced,2017-06-10,2017-06-12,2724.0
Betasoloin,6NZH6X7G,Reed Clapper,Lost,GTX Plus Pro,2017-06-10,2017-06-21,0.0
Kinnamplus,DJ2GWNGZ,Reed Clapper,Won,GTX Basic,2017-06-10,2017-09-05,551.0
Plusstrip,S02S3TVE,Vicki Laflamme,Won,GTX Plus Basic,2017-06-10,2017-06-21,1118.0
Dalttechnology,34YT99YN,Vicki Laflamme,Won,GTX Plus Pro,2017-06-10,2017-08-23,6094.0
Gekko & Co,N33B6LND,Wilburn Farren,Lost,MG Special,2017-06-10,2017-08-22,0.0
Nam-zim,C7NBDKVV,Zane Levy,Won,GTX Basic,2017-06-10,2017-08-06,556.0
Globex Corporation,9YVSYSE8,Anna Snelling,Lost,GTX Basic,2017-06-11,2017-09-16,0.0
Rangreen,VUF34IPC,Anna Snelling,Won,MG Special,2017-06-11,2017-09-13,49.0
Silis,ONUWPAJM,Cassey Cress,Lost,GTX Plus Basic,2017-06-11,2017-09-11,0.0
Streethex,A50JWKFS,Cecily Lampkin,Won,GTX Plus Basic,2017-06-11,2017-09-25,1001.0
The New York Inquirer,JP72AC6I,Corliss Cosme,Won,MG Advanced,2017-06-11,2017-09-16,3777.0
Initech,9SZTURAF,Daniell Hammack,Won,GTX Plus Basic,2017-06-11,2017-08-17,892.0
Iselectrics,LB8UE159,Daniell Hammack,Won,GTX Plus Pro,2017-06-11,2017-06-19,5353.0
Betatech,QYWZZ16B,Darcel Schlecht,Won,GTXPro,2017-06-11,2017-06-24,4410.0
Konmatfix,IJNOVBGU,Darcel Schlecht,Won,MG Advanced,2017-06-11,2017-09-03,3768.0
Bluth Company,KYL4UFG5,Donn Cantrell,Lost,GTX Basic,2017-06-11,2017-08-29,0.0
J-Texon,QFBITAKR,James Ascencio,Won,GTX Basic,2017-06-11,2017-08-10,507.0
Zumgoity,VSZ4UVVN,Jonathan Berthelot,Won,GTX Plus Basic,2017-06-11,2017-09-20,1144.0
Cheers,31C5DVJT,Kary Hendrixson,Won,MG Special,2017-06-11,2017-09-22,44.0
Treequote,EG3KHGPL,Lajuana Vencill,Won,MG Advanced,2017-06-11,2017-06-27,3470.0
Cheers,LSJ2A8ZX,Markita Hansen,Won,GTK 500,2017-06-11,2017-09-26,29166.0
Kan-code,9D06AK8T,Markita Hansen,Won,GTX Plus Basic,2017-06-11,2017-08-10,1045.0
Fasehatice,PPXIWYMT,Maureen Marcano,Won,GTX Plus Basic,2017-06-11,2017-09-12,951.0
Stanredtax,YWKJW726,Versie Hillebrand,Won,MG Special,2017-06-11,2017-08-20,43.0
Zumgoity,ZVT9J7V1,Versie Hillebrand,Won,MG Special,2017-06-11,2017-06-15,55.0
Kan-code,NOBIC0PD,Cassey Cress,Won,GTXPro,2017-06-12,2017-08-17,4294.0
Streethex,UKECBJV5,Cecily Lampkin,Won,GTX Plus Pro,2017-06-12,2017-08-29,4961.0
Iselectrics,UWVT8M2Y,Corliss Cosme,Lost,GTX Basic,2017-06-12,2017-08-18,0.0
Ontomedia,FU00L2Y2,Daniell Hammack,Won,GTXPro,2017-06-12,2017-09-23,4506.0
Zencorporation,518D68L9,Donn Cantrell,Lost,GTXPro,2017-06-12,2017-06-26,0.0
Singletechno,AOZKTGZG,Elease Gluck,Won,GTX Basic,2017-06-12,2017-08-22,608.0
Zathunicon,TKN1L8EX,Garret Kinder,Won,GTX Plus Basic,2017-06-12,2017-09-20,851.0
Inity,9GQ6HQLK,Gladys Colclough,Won,GTX Plus Basic,2017-06-12,2017-09-20,1143.0
Globex Corporation,0RL4RHQJ,Gladys Colclough,Won,GTX Plus Pro,2017-06-12,2017-06-25,6365.0
Fasehatice,ZE9WX1Q9,Hayden Neloms,Won,MG Special,2017-06-12,2017-08-21,54.0
Sunnamplex,QY6MB3QJ,Kary Hendrixson,Lost,GTX Basic,2017-06-12,2017-08-14,0.0
Sonron,RUYLZD4O,Kary Hendrixson,Won,GTXPro,2017-06-12,2017-06-29,4798.0
Doncon,BOVKZHAZ,Markita Hansen,Lost,MG Special,2017-06-12,2017-08-29,0.0
Fasehatice,3X5BD9NU,Markita Hansen,Won,GTXPro,2017-06-12,2017-06-25,4733.0
Cheers,YT8YYRTU,Maureen Marcano,Won,GTX Plus Basic,2017-06-12,2017-08-29,1250.0
Faxquote,6V7OMXY5,Maureen Marcano,Won,GTX Plus Pro,2017-06-12,2017-09-01,5966.0
Domzoom,0TR3RU8A,Niesha Huffines,Won,MG Special,2017-06-12,2017-09-10,61.0
Scotfind,GTOKTXRA,Vicki Laflamme,Won,MG Special,2017-06-12,2017-09-20,48.0
Zathunicon,PBJ01MRE,Violet Mclelland,Won,MG Special,2017-06-12,2017-09-21,53.0
Cheers,L2NXQFPN,Zane Levy,Lost,MG Special,2017-06-12,2017-06-20,0.0
Doncon,0XWCTQL2,Zane Levy,Won,MG Special,2017-06-12,2017-08-18,51.0
Cheers,SY72RAK2,Zane Levy,Won,MG Advanced,2017-06-12,2017-09-04,3314.0
Treequote,38YQ4771,Anna Snelling,Lost,MG Advanced,2017-06-13,2017-08-20,0.0
Genco Pura Olive Oil Company,K7FBRQCA,Anna Snelling,Won,MG Special,2017-06-13,2017-09-25,64.0
Isdom,F4V2FXK0,Anna Snelling,Won,MG Special,2017-06-13,2017-06-24,58.0
Mathtouch,FZNEISTX,Cassey Cress,Lost,GTX Plus Basic,2017-06-13,2017-08-22,0.0
Massive Dynamic,S34T8KPW,Cassey Cress,Won,GTX Plus Pro,2017-06-13,2017-08-04,4598.0
Mathtouch,5F40OSXS,Cassey Cress,Won,MG Advanced,2017-06-13,2017-06-19,3424.0
Umbrella Corporation,AILF7GOP,Cassey Cress,Won,MG Advanced,2017-06-13,2017-09-30,3399.0
Betasoloin,LMJINVRQ,Daniell Hammack,Lost,GTX Plus Basic,2017-06-13,2017-09-07,0.0
Konmatfix,MHPI0ZW1,Darcel Schlecht,Lost,GTX Basic,2017-06-13,2017-09-04,0.0
Betatech,WJ81WITC,Darcel Schlecht,Lost,GTX Plus Pro,2017-06-13,2017-08-16,0.0
Treequote,AIAX4W1O,Darcel Schlecht,Won,GTXPro,2017-06-13,2017-09-10,5322.0
Donquadtech,DFSRHCXU,Donn Cantrell,Won,GTX Basic,2017-06-13,2017-08-28,496.0
Bubba Gump,1VFUCUWA,Garret Kinder,Won,MG Advanced,2017-06-13,2017-08-27,3279.0
Scottech,3IIDRUGI,Gladys Colclough,Lost,MG Special,2017-06-13,2017-09-28,0.0
Scotfind,3VLKZISJ,James Ascencio,Won,MG Special,2017-06-13,2017-06-27,68.0
Treequote,2GN2TRVV,Jonathan Berthelot,Lost,GTX Basic,2017-06-13,2017-08-23,0.0
Funholding,9C9GO9XO,Niesha Huffines,Lost,GTX Plus Basic,2017-06-13,2017-08-21,0.0
Bioholding,ULES5Z21,Versie Hillebrand,Won,MG Special,2017-06-13,2017-06-15,59.0
Fasehatice,IITSDWWL,Vicki Laflamme,Won,MG Advanced,2017-06-13,2017-06-26,3205.0
Mathtouch,8GYH6R9J,Wilburn Farren,Lost,GTX Basic,2017-06-13,2017-06-27,0.0
Globex Corporation,8X890G2T,Anna Snelling,Won,MG Special,2017-06-14,2017-06-23,55.0
Bubba Gump,74YVUL52,Cassey Cress,Lost,GTX Basic,2017-06-14,2017-09-17,0.0
Ganjaflex,HH4I6PAY,Corliss Cosme,Won,GTX Basic,2017-06-14,2017-09-02,525.0
Isdom,TAGD6XU9,Darcel Schlecht,Won,MG Advanced,2017-06-14,2017-08-25,3455.0
Faxquote,IIREXAQX,Elease Gluck,Won,MG Advanced,2017-06-14,2017-06-25,3110.0
Kinnamplus,8GISH3I9,Garret Kinder,Lost,MG Special,2017-06-14,2017-06-27,0.0
Scotfind,6M89XBL0,Hayden Neloms,Won,GTX Plus Pro,2017-06-14,2017-09-11,5053.0
Groovestreet,YT2QLCVS,Hayden Neloms,Won,MG Advanced,2017-06-14,2017-06-28,3539.0
Rundofase,4ICL09BD,Jonathan Berthelot,Won,GTX Basic,2017-06-14,2017-08-23,580.0
Rantouch,YWWVWOO4,Kami Bicknell,Lost,MG Advanced,2017-06-14,2017-06-20,0.0
Warephase,8TTFFCIK,Lajuana Vencill,Won,MG Advanced,2017-06-14,2017-06-17,3468.0
Ron-tech,OG13XT4P,Niesha Huffines,Won,MG Special,2017-06-14,2017-09-19,54.0
Bluth Company,ZYRRGSQK,Reed Clapper,Lost,MG Advanced,2017-06-14,2017-06-27,0.0
Scottech,0LDX9VLO,Versie Hillebrand,Lost,MG Special,2017-06-14,2017-08-11,0.0
Gekko & Co,XFFFWJQH,Violet Mclelland,Lost,MG Special,2017-06-14,2017-08-20,0.0
Zotware,KRSNQKC6,Boris Faz,Won,GTX Plus Pro,2017-06-15,2017-06-28,6040.0
The New York Inquirer,YY39ZQNV,Cassey Cress,Won,GTXPro,2017-06-15,2017-09-01,5857.0
dambase,YHVY1LHH,Cecily Lampkin,Won,MG Advanced,2017-06-15,2017-06-25,3785.0
Zathunicon,2BG4ZR42,Corliss Cosme,Lost,GTX Plus Basic,2017-06-15,2017-09-19,0.0
Initech,QQCIN1M4,Daniell Hammack,Won,GTX Basic,2017-06-15,2017-06-26,420.0
Xx-zobam,KIMW6PXN,Daniell Hammack,Won,GTXPro,2017-06-15,2017-06-20,4939.0
Scottech,AKFNIQR0,Darcel Schlecht,Won,GTXPro,2017-06-15,2017-06-30,4564.0
Rangreen,D5LEL3HF,Darcel Schlecht,Won,MG Advanced,2017-06-15,2017-09-09,2683.0
Cheers,6X4EEUGA,Elease Gluck,Won,GTK 500,2017-06-15,2017-06-30,25464.0
Hottechi,KTSB1KYT,Jonathan Berthelot,Won,GTX Basic,2017-06-15,2017-09-09,460.0
Rundofase,RB7IA4JX,Jonathan Berthelot,Won,GTX Basic,2017-06-15,2017-06-28,546.0
Conecom,M4HY664H,Jonathan Berthelot,Won,GTX Plus Basic,2017-06-15,2017-09-25,918.0
Domzoom,D2C191IK,Lajuana Vencill,Lost,MG Advanced,2017-06-15,2017-06-29,0.0
Toughzap,I2V3EPW7,Lajuana Vencill,Won,MG Advanced,2017-06-15,2017-08-02,3018.0
Sonron,RB8LSFVK,Markita Hansen,Won,MG Special,2017-06-15,2017-08-24,52.0
Bioplex,7SYJDW4L,Reed Clapper,Won,MG Special,2017-06-15,2017-08-04,50.0
Xx-zobam,O7E0302B,Rosie Papadopoulos,Won,GTX Basic,2017-06-15,2017-09-13,524.0
Xx-zobam,U11XXNCF,Rosie Papadopoulos,Won,MG Advanced,2017-06-15,2017-06-29,3306.0
Hatfan,73FYEJQV,Vicki Laflamme,Won,MG Special,2017-06-15,2017-06-22,54.0
Hottechi,C4CQ8FZL,Vicki Laflamme,Won,MG Special,2017-06-15,2017-06-28,53.0
Zencorporation,OJ1WKIVY,Wilburn Farren,Won,GTX Basic,2017-06-15,2017-08-29,514.0
Konex,N9ZXCBTU,Daniell Hammack,Won,GTX Plus Basic,2017-06-16,2017-06-25,985.0
Conecom,RLHNJZBW,Darcel Schlecht,Won,GTXPro,2017-06-16,2017-08-11,5843.0
Genco Pura Olive Oil Company,GKHTT70P,Darcel Schlecht,Won,GTXPro,2017-06-16,2017-09-17,4577.0
Isdom,GL8PN4LQ,Darcel Schlecht,Won,MG Advanced,2017-06-16,2017-06-24,3323.0
Betasoloin,TTVQT1YD,Donn Cantrell,Lost,MG Advanced,2017-06-16,2017-08-31,0.0
Ontomedia,NOHEK8PU,Donn Cantrell,Won,GTX Basic,2017-06-16,2017-09-17,483.0
Initech,56AN1DXW,Garret Kinder,Lost,GTX Basic,2017-06-16,2017-08-22,0.0
Vehement Capital Partners,WB44DF28,Garret Kinder,Won,GTXPro,2017-06-16,2017-09-18,5206.0
Finhigh,DJ60T39C,Gladys Colclough,Won,MG Advanced,2017-06-16,2017-09-04,3621.0
Faxquote,52H2CE10,Kami Bicknell,Won,GTXPro,2017-06-16,2017-06-25,4756.0
Isdom,PVDGIYSB,Lajuana Vencill,Lost,GTX Plus Basic,2017-06-16,2017-08-29,0.0
Stanredtax,F57Z7KJF,Lajuana Vencill,Won,MG Advanced,2017-06-16,2017-06-24,3228.0
Bioholding,ZGSQMEQ9,Niesha Huffines,Won,GTX Plus Basic,2017-06-16,2017-09-17,1063.0
Yearin,FM1RH52B,Reed Clapper,Lost,GTX Plus Basic,2017-06-16,2017-08-19,0.0
Newex,3NM7A8SX,Zane Levy,Won,MG Advanced,2017-06-16,2017-06-27,4234.0
Plussunin,1XWQZ1F8,Cassey Cress,Won,GTX Plus Basic,2017-06-17,2017-09-16,1198.0
Sumace,LXGNXNX1,Corliss Cosme,Won,GTXPro,2017-06-17,2017-09-09,4960.0
Betatech,YQK2K6U5,Darcel Schlecht,Won,GTX Basic,2017-06-17,2017-08-22,576.0
Globex Corporation,FROU0UKW,Darcel Schlecht,Won,GTX Plus Pro,2017-06-17,2017-08-25,5614.0
Streethex,SD8JJSKT,Darcel Schlecht,Won,MG Advanced,2017-06-17,2017-08-30,3422.0
Finjob,LCWP23CI,James Ascencio,Won,GTX Plus Pro,2017-06-17,2017-06-24,5306.0
Golddex,XQ4FN1KA,Kary Hendrixson,Lost,GTXPro,2017-06-17,2017-09-06,0.0
Inity,9BTSKY01,Lajuana Vencill,Won,MG Special,2017-06-17,2017-09-19,60.0
Konex,CQZSFN7C,Markita Hansen,Lost,GTK 500,2017-06-17,2017-08-15,0.0
Bioholding,81LMZHD1,Moses Frase,Won,GTX Plus Pro,2017-06-17,2017-08-16,5018.0
Groovestreet,1J5Y9X1H,Vicki Laflamme,Won,MG Advanced,2017-06-17,2017-09-17,3295.0
Rundofase,6LC0XB2D,Anna Snelling,Won,MG Special,2017-06-18,2017-08-29,61.0
Mathtouch,YKC8JUSY,Boris Faz,Lost,GTX Plus Pro,2017-06-18,2017-07-01,0.0
Zathunicon,PAQTBHVA,Cassey Cress,Won,MG Special,2017-06-18,2017-09-23,59.0
Mathtouch,JRWBU9BS,Daniell Hammack,Won,GTXPro,2017-06-18,2017-06-26,3720.0
Isdom,DXF00KY4,Darcel Schlecht,Lost,MG Advanced,2017-06-18,2017-08-15,0.0
Funholding,K6ZDH79M,Darcel Schlecht,Won,GTXPro,2017-06-18,2017-08-16,5088.0
Scotfind,GKL9QV5B,Elease Gluck,Won,GTX Plus Pro,2017-06-18,2017-06-28,6666.0
Ron-tech,1V3IQVOF,Gladys Colclough,Lost,GTX Plus Basic,2017-06-18,2017-08-02,0.0
Isdom,BH7EXL5M,Gladys Colclough,Won,GTXPro,2017-06-18,2017-06-23,5115.0
Stanredtax,K0HLZM4Q,Jonathan Berthelot,Lost,GTX Basic,2017-06-18,2017-08-21,0.0
Isdom,BTNSR87A,Jonathan Berthelot,Won,GTX Plus Basic,2017-06-18,2017-07-01,1149.0
Bioholding,L58MN75X,Jonathan Berthelot,Won,GTXPro,2017-06-18,2017-09-15,5220.0
Stanredtax,SWV0JUQJ,Jonathan Berthelot,Won,MG Special,2017-06-18,2017-06-22,60.0
Lexiqvolax,910IXBKP,Kami Bicknell,Won,GTX Basic,2017-06-18,2017-06-22,551.0
Cheers,NTNYA5PE,Markita Hansen,Won,GTX Basic,2017-06-18,2017-09-28,505.0
Warephase,AHRCT8IP,Marty Freudenburg,Lost,GTX Basic,2017-06-18,2017-09-03,0.0
Globex Corporation,ESH4HX52,Marty Freudenburg,Won,GTX Plus Pro,2017-06-18,2017-08-21,5472.0
Genco Pura Olive Oil Company,P8LGQH9G,Niesha Huffines,Lost,GTXPro,2017-06-18,2017-06-21,0.0
Fasehatice,VT1LZKEY,Vicki Laflamme,Lost,GTX Basic,2017-06-18,2017-08-29,0.0
Funholding,0WC2J3UP,Anna Snelling,Lost,GTX Basic,2017-06-19,2017-08-28,0.0
Hottechi,VWSFZUNS,Anna Snelling,Won,GTX Plus Pro,2017-06-19,2017-08-24,5271.0
Bioplex,F3UB81V7,Boris Faz,Won,MG Special,2017-06-19,2017-08-23,49.0
Opentech,SEX08VFB,Cassey Cress,Lost,MG Advanced,2017-06-19,2017-06-30,0.0
Initech,FLANUQCV,Corliss Cosme,Won,GTX Plus Basic,2017-06-19,2017-09-21,1236.0
Zencorporation,8MKXIQQK,Daniell Hammack,Won,GTXPro,2017-06-19,2017-06-21,5388.0
Conecom,NDMY5PPT,Darcel Schlecht,Lost,GTXPro,2017-06-19,2017-08-27,0.0
Funholding,E4H6CBPJ,Darcel Schlecht,Won,GTXPro,2017-06-19,2017-09-26,5449.0
Funholding,1FAMR9UR,Darcel Schlecht,Won,GTXPro,2017-06-19,2017-06-25,5030.0
Hottechi,SYJKN818,Darcel Schlecht,Won,GTXPro,2017-06-19,2017-08-22,5195.0
Condax,VMTPCY5G,Hayden Neloms,Won,MG Special,2017-06-19,2017-06-25,55.0
Fasehatice,CV0BDYMP,Hayden Neloms,Won,MG Special,2017-06-19,2017-09-29,62.0
Sunnamplex,7DI7A7G7,James Ascencio,Won,GTX Basic,2017-06-19,2017-08-19,459.0
Y-corporation,WE7YS7HD,Kami Bicknell,Lost,GTX Basic,2017-06-19,2017-08-25,0.0
Y-corporation,4DLOXD13,Kami Bicknell,Won,GTX Plus Basic,2017-06-19,2017-08-07,1097.0
Plexzap,XN63KZRZ,Kami Bicknell,Won,GTX Plus Pro,2017-06-19,2017-09-29,5033.0
Blackzim,WSG25BZ9,Kary Hendrixson,Won,GTXPro,2017-06-19,2017-09-22,4966.0
Finjob,6GL2LRUH,Kary Hendrixson,Won,MG Special,2017-06-19,2017-06-24,52.0
Doncon,K0G1IB3Q,Markita Hansen,Won,MG Special,2017-06-19,2017-06-27,54.0
Sonron,UYJDOT4Q,Maureen Marcano,Won,GTX Plus Pro,2017-06-19,2017-09-12,5816.0
Condax,VOSSIXSY,Maureen Marcano,Won,MG Special,2017-06-19,2017-09-03,53.0
Plexzap,ILUMUKG8,Maureen Marcano,Won,MG Advanced,2017-06-19,2017-08-15,3994.0
Warephase,DYUWF61W,Moses Frase,Lost,GTX Plus Pro,2017-06-19,2017-06-28,0.0
Statholdings,NUNQGOUW,Moses Frase,Won,MG Special,2017-06-19,2017-09-04,57.0
Condax,CKT1GTY2,Reed Clapper,Lost,MG Special,2017-06-19,2017-07-02,0.0
Scotfind,FUHP1IXR,Rosalina Dieter,Won,MG Advanced,2017-06-19,2017-08-05,3752.0
Condax,TJEEFJG8,Rosie Papadopoulos,Won,GTXPro,2017-06-19,2017-09-21,4759.0
Statholdings,ABRQIWS9,Versie Hillebrand,Won,GTX Basic,2017-06-19,2017-08-24,555.0
Umbrella Corporation,B3K4Z5L0,Violet Mclelland,Lost,GTX Basic,2017-06-19,2017-06-24,0.0
